#timestamp, acel_linear, vel_angular
17.3146,9.89693,0.232144
17.3247,10.765,0.386329
17.334,10.765,0.386329
17.3443,10.0717,0.342735
17.3555,10.0717,0.342735
17.3649,5.99261,0.408729
17.3741,5.99261,0.408729
17.3851,9.53136,0.367153
17.3959,9.53136,0.367153
17.4046,4.04752,0.207164
17.4144,4.04752,0.207164
17.4264,10.5349,0.255047
17.4365,10.5349,0.255047
17.4437,9.10201,0.138051
17.4541,9.10201,0.138051
17.4708,9.48454,0.126412
17.4734,9.48454,0.126412
17.4857,10.304,0.101774
17.4936,10.304,0.101774
17.5041,10.9467,0.327747
17.5138,10.9467,0.327747
17.5251,10.9467,0.327747
17.5339,11.7712,0.441298
17.5446,10.8689,0.429066
17.5537,10.8689,0.429066
17.5646,11.1769,0.438139
17.5734,11.1769,0.438139
17.5851,9.82835,0.35965
17.5942,9.82835,0.35965
17.6035,9.01858,0.0529434
17.6141,9.01858,0.0529434
17.6246,9.06652,0.0681616
17.635,9.06652,0.0681616
17.6436,10.1988,0.0998299
17.6543,10.1988,0.0998299
17.6653,10.3771,0.403144
17.6735,10.3771,0.403144
17.6851,11.5389,0.438782
17.6941,11.5389,0.438782
17.7036,8.00443,0.238657
17.7157,8.00443,0.238657
17.7235,10.4359,0.145674
17.7348,8.15741,0.213621
17.744,8.15741,0.213621
17.7546,8.15741,0.213621
17.7646,10.1931,0.480452
17.776,10.1931,0.480452
17.7853,4.34449,0.646638
17.8006,4.34449,0.646638
17.8037,14.908,0.553841
17.8145,14.908,0.553841
17.8234,11.6752,0.28856
17.8356,11.6752,0.28856
17.8437,8.5594,0.0941754
17.8545,8.5594,0.0941754
17.8653,8.5594,0.0941754
17.8781,8.5594,0.0941754
17.8848,10.3144,0.0124097
17.894,10.3144,0.0124097
17.9039,9.77074,0.00781025
17.9142,9.77074,0.00781025
17.9235,6.77609,0.120719
17.9377,6.77609,0.120719
17.9436,10.1711,0.173799
17.9546,10.1711,0.173799
17.9643,9.34279,0.0508527
17.9735,9.34279,0.0508527
17.9868,7.25464,0.207446
17.9943,7.25464,0.207446
18.0055,8.10522,0.202121
18.0171,8.10522,0.202121
18.0251,3.26209,0.32818
18.0354,3.26209,0.32818
18.0436,2.77293,0.191296
18.0537,2.77293,0.191296
18.0662,10.8751,0.433029
18.0735,10.8751,0.433029
18.0864,8.96893,0.400044
18.0941,8.96893,0.400044
18.1036,12.0812,0.0413159
18.1151,12.0812,0.0413159
18.1263,9.70138,0.0128841
18.1337,9.70138,0.0128841
18.1435,11.8754,0.173196
18.1547,11.8754,0.173196
18.1639,11.8754,0.173196
18.1751,10.2279,0.251052
18.1838,10.2279,0.251052
18.1938,9.68915,0.244422
18.2039,9.68915,0.244422
18.2188,8.84932,0.550486
18.2252,9.80412,0.636363
18.2343,9.80412,0.636363
18.2436,6.57517,0.26503
18.2549,6.57517,0.26503
18.2643,6.57517,0.26503
18.2737,11.1835,0.282726
18.2837,8.48373,0.423619
18.2936,8.48373,0.423619
18.3039,7.57549,0.152948
18.3148,7.57549,0.152948
18.3239,11.1736,0.303495
18.3336,11.1736,0.303495
18.3446,11.7258,0.144139
18.3585,11.7258,0.144139
18.3662,12.7228,0.158858
18.3736,12.7228,0.158858
18.3839,9.65331,0.241431
18.3938,9.65331,0.241431
18.4055,9.65331,0.241431
18.417,9.65331,0.241431
18.425,8.11759,0.0972985
18.4365,13.8333,0.254268
18.4441,13.8333,0.254268
18.4537,13.8333,0.254268
18.4663,12.2,0.0976678
18.4739,12.2,0.0976678
18.4839,6.98408,0.0814923
18.4937,6.98408,0.0814923
18.5036,12.2673,0.426087
18.5145,12.2673,0.426087
18.5234,21.2733,0.229656
18.5372,21.2733,0.229656
18.5443,21.2733,0.229656
18.5547,7.34645,0.393148
18.5646,7.34645,0.393148
18.5752,7.34645,0.393148
18.5838,9.29173,0.350755
18.5936,9.29173,0.350755
18.6035,11.2969,0.693191
18.6138,11.2969,0.693191
18.6254,11.2969,0.693191
18.6355,10.2256,0.966451
18.6436,6.87537,0.895335
18.6539,6.87537,0.895335
18.6638,13.5288,0.687075
18.6747,13.5288,0.687075
18.6844,10.8807,0.113561
18.6937,10.8807,0.113561
18.7039,10.8807,0.113561
18.7152,9.15612,0.14991
18.7243,9.15612,0.14991
18.7337,13.1656,0.230206
18.7443,6.92065,0.211644
18.7551,6.92065,0.211644
18.77,6.34903,0.198409
18.7736,6.34903,0.198409
18.7839,8.81332,0.138694
18.7935,8.81332,0.138694
18.8044,8.1973,0.142176
18.8145,8.1973,0.142176
18.8256,11.0879,0.183227
18.8336,9.673,0.0851469
18.8447,9.673,0.0851469
18.8541,9.673,0.0851469
18.8651,8.98031,0.062554
18.874,8.98031,0.062554
18.8862,9.87739,0.025318
18.8938,9.87739,0.025318
